"33","李洋[中国内地男演员]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","67","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=7647454"
"34","李洋[中央美术学院教师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","8","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=19379923"
"35","李洋[绍兴震元集团干部]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","3","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=2261933"
"36","李洋[清朝纳西族诗人]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","11","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=14217446"
"37","李洋[西北大学新闻传播学院副教授]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","9","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=20484522"
"38","李洋[南宁三中地理教师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","4","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=20610945"
"39","李洋[台州市玉环县纪委党风室副主任]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","4","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=21514110"
"40","李洋[feekr旅行创始人]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","5","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=22096450"
"41","李洋[山东农业大学植物保护学院讲师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","3","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=22127882"
"42","李洋[原贵州省道路运输局党委委员、副局长]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","4","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=22249499"
"43","李洋[四川师范大学副教授，硕士研究生导师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","8","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=22308067"
"44","李洋[南京师范大学法学院教授]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","9","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=22342498"
"45","李洋[郑州天后医疗美容医院医生]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","19","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=22342969"
"46","李洋[小学高级教师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","7","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=22694951"
"47","李洋[辽宁省盘锦市双台子区人民政府副区长]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","10","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23179260"
"48","李洋[浙江省台州市临海市大田街道党工委委员、纪工委书记]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","4","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23241580"
"49","李洋[网络安全与信息化专家]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","11","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23473055"
"50","李洋[中央美术学院教授、博士生导师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","5","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23664040"
"51","李洋[重庆大学经济与工商管理学院实验师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","6","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23682179"
"52","李洋[海南大学教师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","6","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23689900"
"53","李洋[中国移动吉林公司网优中心无线优化分析管理]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","3","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23745372"
"54","李洋[陕西省神木中学教师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","5","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23751781"
"55","李洋[天津市大学软件学院党委委员、纪委书记]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","7","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23753065"
