"李洋[跳台滑雪运动员]","男","性别","4413"
"李洋[跳台滑雪运动员]","183 cm","身高","4414"
"李洋[跳台滑雪运动员]","65 kg","体重","4415"
"李洋[主持人]","李洋","中文名","4416"
"李洋[主持人]","主持人","职业","4417"
"李洋[新疆维吾尔自治区铁门关市政协原党组副书记、主席]","李洋","中文名","4418"
"李洋[新疆维吾尔自治区铁门关市政协原党组副书记、主席]","男","性别","4419"
"李洋[新疆维吾尔自治区铁门关市政协原党组副书记、主席]","中国","国籍","4420"
"李洋[新疆维吾尔自治区铁门关市政协原党组副书记、主席]","汉族","民族","4421"
"李洋[新疆维吾尔自治区铁门关市政协原党组副书记、主席]","河南洛阳","籍贯","4422"
"李洋[新疆维吾尔自治区铁门关市政协原党组副书记、主席]","河南洛阳","出生地","4423"
"李洋[新疆维吾尔自治区铁门关市政协原党组副书记、主席]","1963年7月","出生日期","4424"
"李洋[新疆维吾尔自治区铁门关市政协原党组副书记、主席]","兵团党校","毕业院校","4425"
"李洋[新疆维吾尔自治区铁门关市政协原党组副书记、主席]","中共党员 ","政治面貌","4426"
"李洋[鲁迅美术学院书法家]","李洋","中文名","4427"
"李洋[鲁迅美术学院书法家]","字莲甫，号一空，又如居士","别名","4428"
"李洋[鲁迅美术学院书法家]","中国","国籍","4429"
"李洋[鲁迅美术学院书法家]","辽宁辽中","出生地","4430"
"李洋[鲁迅美术学院书法家]","鲁迅美术学院","毕业院校","4431"
"李洋[鲁迅美术学院书法家]","书法家","职业","4432"
"李洋[叁贵国际签约男演员]","李洋","中文名","4433"
"李洋[叁贵国际签约男演员]","李恩洋","别名","4434"
"李洋[叁贵国际签约男演员]","中国","国籍","4435"
"李洋[叁贵国际签约男演员]","汉族","民族","4436"
"李洋[叁贵国际签约男演员]","1965年","出生日期","4437"
"李洋[叁贵国际签约男演员]","双子座","星座","4438"
"李洋[叁贵国际签约男演员]","O型","血型","4439"
"李洋[叁贵国际签约男演员]","175 cm","身高","4440"
"李洋[叁贵国际签约男演员]","演员","职业","4441"
"李洋[叁贵国际签约男演员]","北京叁贵国际传媒有限公司","经纪公司","4442"
"李洋[叁贵国际签约男演员]","《枪火》《清网》《和你在一起》","代表作品","4443"
"李洋[叁贵国际签约男演员]","黑龙江","祖籍","4444"
"李洋[济南市曲艺家协会主席、济南市曲艺团党支部书记]","李洋","本名","4445"
"李洋[济南市曲艺家协会主席、济南市曲艺团党支部书记]","男","性别","4446"
"李洋[济南市曲艺家协会主席、济南市曲艺团党支部书记]","中国","国籍","4447"
"李洋[济南市曲艺家协会主席、济南市曲艺团党支部书记]","济南","出生地","4448"
"李洋[济南市曲艺家协会主席、济南市曲艺团党支部书记]","1964年12月","出生日期","4449"
"李洋[济南市曲艺家协会主席、济南市曲艺团党支部书记]","办年货、考验、如此炒作","代表作品","4450"
"李洋[济南市曲艺家协会主席、济南市曲艺团党支部书记]","相声演员","职业","4451"
"李洋[职业画家]","李洋","中文名","4452"
"李洋[职业画家]","1968年","出生日期","4453"
"李洋[山东正之源律师事务律师]","李洋","中文名","4454"
"李洋[山东正之源律师事务律师]","中国","国籍","4455"
"李洋[山东正之源律师事务律师]","山东正之源律师事务律师","职业","4456"
"李洋[演员、明星经纪人]","李洋","中文名","4457"
"李洋[演员、明星经纪人]","1991年1月6日","出生日期","4458"
"李洋[演员、明星经纪人]","中央戏剧学院","毕业院校","4459"
"李洋[演员、明星经纪人]","模特、演员 [6]","职业","4460"
"李洋[徐州籍拳击运动员]","李洋","中文名","4461"
"李洋[徐州籍拳击运动员]","LiYang","外文名","4462"
"李洋[徐州籍拳击运动员]","中国","国籍","4463"
"李洋[徐州籍拳击运动员]","江苏徐州","出生地","4464"
"李洋[徐州籍拳击运动员]","1982年02月19日","出生日期","4465"
"李洋[徐州籍拳击运动员]","167 cm","身高","4466"
"李洋[徐州籍拳击运动员]","60 公斤","体重","4467"
"李洋[徐州籍拳击运动员]","拳击","运动项目","4468"
"李洋[徐州籍拳击运动员]","中国国家拳击队","所属运动队","4469"
"李洋[徐州籍拳击运动员]","身体素质好、进攻和脚下移动速度快、作风硬朗","专业特点","4470"
"李洋[徐州籍拳击运动员]","连续两届全运会冠军，世界锦标赛铜牌 [1]2005年十运会拳击57公斤级冠军 [1]2007年 亚洲拳击锦标赛57公斤级铜牌 [1]2008年北京奥运会拳击57公斤第五名 [1]2009年十一运会拳击57公斤级冠军 [1]","主要奖项","4471"
"李洋[荆门市安全生产执法监察支队支队长]","李洋","中文名","4472"
"李洋[纹绣技术培训导师]","李洋","中文名","4473"
"李洋[纹绣技术培训导师]","中国","国籍","4474"
"李洋[纹绣技术培训导师]","汉","民族","4475"
"李洋[守门员教练]","李洋 [1]","中文名","4476"
"李洋[守门员教练]","中国 [1]","国籍","4477"
"李洋[守门员教练]","北京 [1]","出生地","4478"
"李洋[守门员教练]","1980年1月25日 [1]","出生日期","4479"
"李洋[守门员教练]","足球","运动项目","4480"
"李洋[守门员教练]","广州富力足球俱乐部 [1]","所属运动队","4481"
"李洋[湖北大学生命科学学院讲师]","李洋","中文名","4482"
"李洋[湖北大学生命科学学院讲师]","1978年2月","出生日期","4483"
"李洋[湖北大学生命科学学院讲师]","华中科技大学","毕业院校","4484"
"李洋[湖北大学生命科学学院讲师]","博士","学位/学历","4485"
"李洋[湖北大学生命科学学院讲师]","功能蛋白质及酶、植物代谢网络调控","专业方向","4486"
"李洋[湖北大学生命科学学院讲师]","《铝胁迫对小麦胚诱导及超微结构的影响》","学术代表作","4487"
"李洋[湖北大学生命科学学院讲师]","2010年论文获湖北省第十三届自然科学优秀学术论文三等奖","主要成就","4488"
"李洋[长江商学院市场营销学助理教授]","李洋","中文名","4489"
"李洋[长江商学院市场营销学助理教授]","北京大学","毕业院校","4490"
"李洋[长江商学院市场营销学助理教授]","博士","学位/学历","4491"
"李洋[山西长治市纪委案件审理室主任]","李洋","中文名","4492"
"李洋[山西长治市纪委案件审理室主任]","女","性别","4493"
"李洋[山西长治市纪委案件审理室主任]","山西长治郊区","籍贯","4494"
"李洋[中国男子射击运动员]","李洋","中文名","4495"
"李洋[中国男子射击运动员]","中国","国籍","4496"
"李洋[中国男子射击运动员]","汉族","民族","4497"
"李洋[中国男子射击运动员]","男","性别","4498"
"李洋[中国男子射击运动员]","群众","政治面貌","4499"
"李洋[中国内地男演员]","李卓阳","本名","4500"
"李洋[中国内地男演员]","汉族","民族","4501"
"李洋[中国内地男演员]","中国","国籍","4502"
"李洋[中国内地男演员]","北京市","出生地","4503"
"李洋[中国内地男演员]","1990年3月12日 [11]","出生日期","4504"
"李洋[中国内地男演员]","北京电影学院","毕业院校","4505"
"李洋[中国内地男演员]","双鱼座","星座","4506"
"李洋[中国内地男演员]","183 cm","身高","4507"
"李洋[中国内地男演员]","62 kg","体重","4508"
"李洋[中国内地男演员]","浙江永乐影视制作公司","经纪公司","4509"
"李洋[中国内地男演员]","遥远的天熊山、人民检察官、人民子弟兵、一生有爱、福根进城、我在北京挺好的","代表作品","4510"
"李洋[中国内地男演员]","演员","职业","4511"
"李洋[中央美术学院教师]","李洋","中文名","4512"
"李洋[中央美术学院教师]","李洋画梦/洋画梦","别名","4513"
"李洋[中央美术学院教师]","中国","国籍","4514"
"李洋[中央美术学院教师]","汉族","民族","4515"
"李洋[中央美术学院教师]","山西省太原市","出生地","4516"
"李洋[中央美术学院教师]","1976年12月","出生日期","4517"
"李洋[中央美术学院教师]","中央美术学院（本科与硕士）","毕业院校","4518"
"李洋[中央美术学院教师]","当代艺术家","职业","4519"
"李洋[中央美术学院教师]","活跃的当代艺术创作者与教育家，现为中央美术学院副教授。","主要成就","4520"
"李洋[绍兴震元集团干部]","李洋","中文名","4521"
"李洋[绍兴震元集团干部]","中国","国籍","4522"
"李洋[绍兴震元集团干部]","1977年9月","出生日期","4523"
"李洋[清朝纳西族诗人]","嘉庆","所处时代","4524"
"李洋[清朝纳西族诗人]","纳西族","民族族群","4525"
"李洋[清朝纳西族诗人]","丽江","出生地","4526"
"李洋[清朝纳西族诗人]","通海县教谕、举人","主要成就","4527"
"李洋[清朝纳西族诗人]","《文笔峰》","主要作品","4528"
"李洋[西北大学新闻传播学院副教授]","李洋","中文名","4529"
"李洋[西北大学新闻传播学院副教授]","中国","国籍","4530"
"李洋[西北大学新闻传播学院副教授]","1981年","出生日期","4531"
"李洋[西北大学新闻传播学院副教授]","教师","职业","4532"
"李洋[西北大学新闻传播学院副教授]","西北大学、武汉大学","毕业院校","4533"
"李洋[西北大学新闻传播学院副教授]","《监督权的双重属性与规范性含义——基于中国宪法文本的解读》","代表作品","4534"
"李洋[西北大学新闻传播学院副教授]","副教授","职称","4535"
"李洋[西北大学新闻传播学院副教授]","西北大学网络与新媒体系主任","职务","4536"
"李洋[南宁三中地理教师]","李洋","中文名","4537"
"李洋[台州市玉环县纪委党风室副主任]","李洋","中文名","4538"
"李洋[台州市玉环县纪委党风室副主任]","中国","国籍","4539"
"李洋[台州市玉环县纪委党风室副主任]","汉族","民族","4540"
"李洋[台州市玉环县纪委党风室副主任]","1980年2月","出生日期","4541"
"李洋[台州市玉环县纪委党风室副主任]","玉环玉城","籍贯","4542"
"李洋[feekr旅行创始人]","李洋","中文名","4543"
"李洋[山东农业大学植物保护学院讲师]","李洋","中文名","4544"
"李洋[原贵州省道路运输局党委委员、副局长]","李洋","中文名","4545"
"李洋[四川师范大学副教授，硕士研究生导师]","李洋","中文名","4546"
"李洋[四川师范大学副教授，硕士研究生导师]","2012年教学新秀奖","主要成就","4547"
"李洋[四川师范大学副教授，硕士研究生导师]","副教授","职称","4548"
"李洋[南京师范大学法学院副教授]","李洋","中文名","4549"
"李洋[南京师范大学法学院副教授]","中华人民共和国","国籍","4550"
"李洋[南京师范大学法学院副教授]","山东宁阳","出生地","4551"
"李洋[南京师范大学法学院副教授]","1986","出生日期","4552"
"李洋[南京师范大学法学院副教授]","教师","职业","4553"
"李洋[南京师范大学法学院副教授]","华东政法大学","毕业院校","4554"
"李洋[郑州金水丽天医疗美容门诊部医生]","李洋","中文名","4555"
"李洋[小学高级教师]","李洋","中文名","4556"
"李洋[小学高级教师]","中国","国籍","4557"
"李洋[小学高级教师]","汉族","民族","4558"
"李洋[小学高级教师]","小学教师","职业","4559"
"李洋[辽宁省盘锦市双台子区人民政府副区长]","李洋","中文名","4560"
"李洋[辽宁省盘锦市双台子区人民政府副区长]","男","性别","4561"
"李洋[辽宁省盘锦市双台子区人民政府副区长]","中国","国籍","4562"
"李洋[辽宁省盘锦市双台子区人民政府副区长]","汉族","民族","4563"
"李洋[辽宁省盘锦市双台子区人民政府副区长]","1979年2月","出生日期","4564"
"李洋[浙江省台州市临海市大田街道党工委委员、纪工委书记]","李洋","中文名","4565"
"李洋[浙江省台州市临海市大田街道党工委委员、纪工委书记]","中国","国籍","4566"
"李洋[浙江省台州市临海市大田街道党工委委员、纪工委书记]","临海永丰","籍贯","4567"
"李洋[浙江省台州市临海市大田街道党工委委员、纪工委书记]","1985年12月","出生日期","4568"
"李洋[网络安全与信息化专家]","李洋","中文名","4569"
"李洋[网络安全与信息化专家]","LI YANG","外文名","4570"
"李洋[网络安全与信息化专家]","中国","国籍","4571"
"李洋[网络安全与信息化专家]","中国科学院","毕业院校","4572"
"李洋[网络安全与信息化专家]","平安科技首席安全官、平安金融安全研究院执行院长 [3]","职务","4573"
"李洋[中央美术学院教授、博士生导师]","李洋","中文名","4574"
"李洋[中央美术学院教授、博士生导师]","中央美术学院","毕业院校","4575"
"李洋[中央美术学院教授、博士生导师]","教师","职业","4576"
"李洋[重庆大学经济与工商管理学院实验师]","李洋","中文名","4577"
"李洋[重庆大学经济与工商管理学院实验师]","四川大学","毕业院校","4578"
"李洋[重庆大学经济与工商管理学院实验师]","博士","学位/学历","4579"
"李洋[重庆大学经济与工商管理学院实验师]","实验技术开发","专业方向","4580"
"李洋[重庆大学经济与工商管理学院实验师]","男","性别","4581"
"李洋[海南大学教师]","李洋","中文名","4582"
"李洋[海南大学教师]","英国约克大学","毕业院校","4583"
"李洋[海南大学教师]","硕士","学位/学历","4584"
"李洋[中国移动吉林公司网优中心无线优化分析管理]","李洋","中文名","4585"
"李洋[中国移动吉林公司网优中心无线优化分析管理]","中国移动通信集团有限公司吉林有限公司网络优化中心中区优化室无线优化分析管理","职务","4586"
"李洋[中国移动吉林公司网优中心无线优化分析管理]","中国移动通信集团有限公司","所属单位","4587"
"李洋[陕西省神木中学教师]","李洋","中文名","4588"
"李洋[陕西省神木中学教师]","教师","职业","4589"
"李洋[陕西省神木中学教师]","2019年9月4日获得全国优秀教师荣誉称号","主要成就","4590"
"李洋[天津市大学软件学院党委委员、纪委书记]","李洋","中文名","4591"
"李洋[天津市大学软件学院党委委员、纪委书记]","中国","国籍","4592"
"李洋[天津市大学软件学院党委委员、纪委书记]","汉族","民族","4593"
"李洋[天津市大学软件学院党委委员、纪委书记]","重庆","籍贯","4594"
"李洋[天津市大学软件学院党委委员、纪委书记]","1970年12月","出生日期","4595"
